NR_TURNO,CD_MUN,NM_MUN,CD_CARGO,NR_VOTAVEL,SQ_CANDIDATO,QT_VOTOS
1,24139,FLORESTA,5,160,170001601200,12
1,24139,FLORESTA,5,222,170001604083,2000
1,24139,FLORESTA,5,281,170001717122,13
1,24139,FLORESTA,5,444,170001609174,276
1,24139,FLORESTA,5,456,170001608748,296
1,24139,FLORESTA,5,500,170001613411,50
1,24139,FLORESTA,5,555,170001610248,3760
1,24139,FLORESTA,6,10,-3,23
1,24139,FLORESTA,6,11,-3,44
1,24139,FLORESTA,6,12,-3,33
1,24139,FLORESTA,6,13,-3,104
1,24139,FLORESTA,6,14,-3,7
1,24139,FLORESTA,6,15,-3,22
1,24139,FLORESTA,6,16,-3,3
1,24139,FLORESTA,6,18,-3,4
1,24139,FLORESTA,6,20,-3,3
1,24139,FLORESTA,6,21,-3,5
1,24139,FLORESTA,6,22,-3,19
1,24139,FLORESTA,6,23,-3,2
1,24139,FLORESTA,6,35,-3,2
1,24139,FLORESTA,6,40,-3,258
1,24139,FLORESTA,6,44,-3,17
1,24139,FLORESTA,6,45,-3,10
1,24139,FLORESTA,6,50,-3,2
1,24139,FLORESTA,6,55,-3,4
1,24139,FLORESTA,6,65,-3,4
1,24139,FLORESTA,6,70,-3,30
1,24139,FLORESTA,6,77,-3,41
1,24139,FLORESTA,6,90,-3,3
1,24139,FLORESTA,6,95,-1,612
1,24139,FLORESTA,6,96,-1,497
1,24139,FLORESTA,6,1000,170001595454,39
1,24139,FLORESTA,6,1001,170001595459,15
1,24139,FLORESTA,6,1010,170001595473,121
1,24139,FLORESTA,6,1011,170001595460,1
1,24139,FLORESTA,6,1012,170001595468,241
1,24139,FLORESTA,6,1020,170001595465,1
1,24139,FLORESTA,6,1030,170001595464,1
1,24139,FLORESTA,6,1033,170001595466,25
1,24139,FLORESTA,6,1040,170001595458,2
1,24139,FLORESTA,6,1044,170001595453,1
1,24139,FLORESTA,6,1050,170001595469,1
1,24139,FLORESTA,6,1077,170001595463,3
1,24139,FLORESTA,6,1078,170001731857,1
1,24139,FLORESTA,6,1099,170001595456,2
1,24139,FLORESTA,6,1100,170001618620,311
1,24139,FLORESTA,6,1110,170001618602,1
1,24139,FLORESTA,6,1111,170001618611,3152
1,24139,FLORESTA,6,1112,170001618608,1
1,24139,FLORESTA,6,1113,170001618612,2
1,24139,FLORESTA,6,1122,170001618605,73
1,24139,FLORESTA,6,1123,170001618603,8
1,24139,FLORESTA,6,1133,170001618616,2
1,24139,FLORESTA,6,1144,170001618604,105
1,24139,FLORESTA,6,1145,170001618621,1
1,24139,FLORESTA,6,1155,170001618609,17
1,24139,FLORESTA,6,1161,170001618615,4
1,24139,FLORESTA,6,1166,170001618613,4
1,24139,FLORESTA,6,1170,170001618618,2
1,24139,FLORESTA,6,1177,170001618601,1
1,24139,FLORESTA,6,1190,170001618622,53
1,24139,FLORESTA,6,1199,170001618606,1
1,24139,FLORESTA,6,1202,170001618842,1
1,24139,FLORESTA,6,1210,170001618843,2
1,24139,FLORESTA,6,1211,170001618855,1
1,24139,FLORESTA,6,1212,170001618841,9
1,24139,FLORESTA,6,1214,170001618854,1
1,24139,FLORESTA,6,1222,170001618844,3
1,24139,FLORESTA,6,1232,170001618852,1
1,24139,FLORESTA,6,1233,170001618853,1
1,24139,FLORESTA,6,1234,170001618856,22
1,24139,FLORESTA,6,1240,170001618836,11
1,24139,FLORESTA,6,1245,170001618849,1
1,24139,FLORESTA,6,1255,170001618837,1
1,24139,FLORESTA,6,1274,170001724742,7
1,24139,FLORESTA,6,1300,170001609032,2
1,24139,FLORESTA,6,1301,170001609030,1
1,24139,FLORESTA,6,1310,170001609031,23
1,24139,FLORESTA,6,1311,170001609039,5
1,24139,FLORESTA,6,1313,170001609023,37
1,24139,FLORESTA,6,1314,170001609028,349
1,24139,FLORESTA,6,1331,170001609037,12
1,24139,FLORESTA,6,1333,170001609029,110
1,24139,FLORESTA,6,1340,170001609035,4
1,24139,FLORESTA,6,1344,170001609036,21
1,24139,FLORESTA,6,1350,170001609041,1
1,24139,FLORESTA,6,1370,170001609022,2
1,24139,FLORESTA,6,1414,170001620146,1
1,24139,FLORESTA,6,1415,170001620144,1
1,24139,FLORESTA,6,1441,170001620141,2
1,24139,FLORESTA,6,1444,170001620149,5
1,24139,FLORESTA,6,1502,170001613271,2
1,24139,FLORESTA,6,1510,170001613283,3
1,24139,FLORESTA,6,1515,170001613277,69
1,24139,FLORESTA,6,1522,170001613262,5
1,24139,FLORESTA,6,1555,170001613278,33
1,24139,FLORESTA,6,1565,170001613265,1
1,24139,FLORESTA,6,1580,170001613276,1556
1,24139,FLORESTA,6,1616,170001602541,1
1,24139,FLORESTA,6,1800,170001619602,1
1,24139,FLORESTA,6,1811,170001619590,1
1,24139,FLORESTA,6,1813,170001619580,15
1,24139,FLORESTA,6,1818,170001619597,251
1,24139,FLORESTA,6,1850,170001619589,2
1,24139,FLORESTA,6,1901,170001602583,1
1,24139,FLORESTA,6,1911,170001602566,2
1,24139,FLORESTA,6,1919,170001602580,14
1,24139,FLORESTA,6,1923,170001602579,3
1,24139,FLORESTA,6,1929,170001602572,2
1,24139,FLORESTA,6,1933,170001602570,12
1,24139,FLORESTA,6,1938,170001602571,12
1,24139,FLORESTA,6,1940,170001602575,3
1,24139,FLORESTA,6,1944,170001602560,8
1,24139,FLORESTA,6,2000,170001715433,1
1,24139,FLORESTA,6,2022,170001715431,2
1,24139,FLORESTA,6,2100,170001715593,1
1,24139,FLORESTA,6,2121,170001715592,15
1,24139,FLORESTA,6,2200,170001609087,306
1,24139,FLORESTA,6,2202,170001609068,5
1,24139,FLORESTA,6,2210,170001609070,91
1,24139,FLORESTA,6,2211,170001609075,7
1,24139,FLORESTA,6,2217,170001609078,1
1,24139,FLORESTA,6,2220,170001609088,2
1,24139,FLORESTA,6,2222,170001609080,734
1,24139,FLORESTA,6,2232,170001609066,21
1,24139,FLORESTA,6,2233,170001609086,88
1,24139,FLORESTA,6,2238,170001609089,12
1,24139,FLORESTA,6,2244,170001609085,16
1,24139,FLORESTA,6,2270,170001609079,1
1,24139,FLORESTA,6,2288,170001609081,1
1,24139,FLORESTA,6,2290,170001609069,5
1,24139,FLORESTA,6,2299,170001609073,2
1,24139,FLORESTA,6,2323,170001604097,25
1,24139,FLORESTA,6,2334,170001723211,1
1,24139,FLORESTA,6,2800,170001634992,223
1,24139,FLORESTA,6,2888,170001634987,5
1,24139,FLORESTA,6,3000,170001596604,1
1,24139,FLORESTA,6,3003,170001596605,2
1,24139,FLORESTA,6,3012,170001596601,3
1,24139,FLORESTA,6,3030,170001596602,16
1,24139,FLORESTA,6,3333,170001718009,1
1,24139,FLORESTA,6,3609,170001718779,1
1,24139,FLORESTA,6,3699,170001718771,4
1,24139,FLORESTA,6,4000,170001619895,204
1,24139,FLORESTA,6,4001,170001619896,52
1,24139,FLORESTA,6,4004,170001619891,10
1,24139,FLORESTA,6,4010,170001619897,46
1,24139,FLORESTA,6,4011,170001619894,69
1,24139,FLORESTA,6,4013,170001619902,1
1,24139,FLORESTA,6,4019,170001619889,9
1,24139,FLORESTA,6,4020,170001619892,78
1,24139,FLORESTA,6,4040,170001619899,3310
1,24139,FLORESTA,6,4044,170001619893,79
1,24139,FLORESTA,6,4046,170001619901,1
1,24139,FLORESTA,6,4333,170001609025,4
1,24139,FLORESTA,6,4400,170001609134,9
1,24139,FLORESTA,6,4401,170001609122,174
1,24139,FLORESTA,6,4404,170001609113,8
1,24139,FLORESTA,6,4410,170001609117,352
1,24139,FLORESTA,6,4411,170001609132,1
1,24139,FLORESTA,6,4422,170001609116,1
1,24139,FLORESTA,6,4433,170001609111,13
1,24139,FLORESTA,6,4444,170001609112,27
1,24139,FLORESTA,6,4452,170001609131,1
1,24139,FLORESTA,6,4455,170001609130,2
1,24139,FLORESTA,6,4477,170001609123,14
1,24139,FLORESTA,6,4499,170001609121,2
1,24139,FLORESTA,6,4500,170001604099,4
1,24139,FLORESTA,6,4522,170001604093,1
1,24139,FLORESTA,6,4533,170001604105,2
1,24139,FLORESTA,6,4550,170001604095,2
1,24139,FLORESTA,6,5000,170001619584,75
1,24139,FLORESTA,6,5013,170001619582,9
1,24139,FLORESTA,6,5050,170001619581,17
1,24139,FLORESTA,6,5051,170001724241,1
1,24139,FLORESTA,6,5088,170001619586,1
1,24139,FLORESTA,6,5099,170001619579,10
1,24139,FLORESTA,6,5111,170001609641,1
1,24139,FLORESTA,6,5138,170001609657,4
1,24139,FLORESTA,6,5151,170001609646,1
1,24139,FLORESTA,6,5555,170001609929,8
1,24139,FLORESTA,6,6513,170001609044,10
1,24139,FLORESTA,6,7000,170001610405,11
1,24139,FLORESTA,6,7007,170001610408,3
1,24139,FLORESTA,6,7010,170001610400,2
1,24139,FLORESTA,6,7011,170001610401,1
1,24139,FLORESTA,6,7022,170001610412,1
1,24139,FLORESTA,6,7024,170001610396,2
1,24139,FLORESTA,6,7028,170001610406,1
1,24139,FLORESTA,6,7033,170001610397,9
1,24139,FLORESTA,6,7040,170001610403,28
1,24139,FLORESTA,6,7044,170001610418,2
1,24139,FLORESTA,6,7070,170001610411,2188
1,24139,FLORESTA,6,7077,170001610413,6
1,24139,FLORESTA,6,7700,170001610572,1500
1,24139,FLORESTA,6,7707,170001728102,4
1,24139,FLORESTA,6,7710,170001610565,2
1,24139,FLORESTA,6,7711,170001610564,78
1,24139,FLORESTA,6,7712,170001610570,141
1,24139,FLORESTA,6,7713,170001610574,38
1,24139,FLORESTA,6,7744,170001610573,2
1,24139,FLORESTA,6,7755,170001610571,2
1,24139,FLORESTA,6,7777,170001610575,17
1,24139,FLORESTA,6,7789,170001610569,1
1,24139,FLORESTA,6,8080,170001600160,1
1,24139,FLORESTA,7,10,-3,21
1,24139,FLORESTA,7,11,-3,75
1,24139,FLORESTA,7,12,-3,18
1,24139,FLORESTA,7,13,-3,318
1,24139,FLORESTA,7,14,-3,29
1,24139,FLORESTA,7,16,-3,2
1,24139,FLORESTA,7,21,-3,4
1,24139,FLORESTA,7,22,-3,34
1,24139,FLORESTA,7,23,-3,3
1,24139,FLORESTA,7,27,-3,1
1,24139,FLORESTA,7,33,-3,1
1,24139,FLORESTA,7,35,-3,1
1,24139,FLORESTA,7,40,-3,158
1,24139,FLORESTA,7,43,-3,2
1,24139,FLORESTA,7,44,-3,25
1,24139,FLORESTA,7,45,-3,50
1,24139,FLORESTA,7,50,-3,6
1,24139,FLORESTA,7,51,-3,3
1,24139,FLORESTA,7,55,-3,169
1,24139,FLORESTA,7,65,-3,1
1,24139,FLORESTA,7,70,-3,32
1,24139,FLORESTA,7,77,-3,90
1,24139,FLORESTA,7,80,-3,1
1,24139,FLORESTA,7,95,-1,436
1,24139,FLORESTA,7,96,-1,423
1,24139,FLORESTA,7,10000,170001595450,3
1,24139,FLORESTA,7,10122,170001595430,1
1,24139,FLORESTA,7,10123,170001595431,138
1,24139,FLORESTA,7,10192,170001595429,1
1,24139,FLORESTA,7,10232,170001595425,1
1,24139,FLORESTA,7,10537,170001595441,3
1,24139,FLORESTA,7,10555,170001595440,1
1,24139,FLORESTA,7,10610,170001595443,1
1,24139,FLORESTA,7,10777,170001595432,1
1,24139,FLORESTA,7,11000,170001618735,95
1,24139,FLORESTA,7,11022,170001618743,6
1,24139,FLORESTA,7,11111,170001618745,26
1,24139,FLORESTA,7,11144,170001618732,9
1,24139,FLORESTA,7,11211,170001618736,1
1,24139,FLORESTA,7,11222,170001618752,34
1,24139,FLORESTA,7,11234,170001618747,1
1,24139,FLORESTA,7,11333,170001618753,1
1,24139,FLORESTA,7,11344,170001618727,1
1,24139,FLORESTA,7,11440,170001618751,1
1,24139,FLORESTA,7,11444,170001618737,5553
1,24139,FLORESTA,7,11456,170001618749,1
1,24139,FLORESTA,7,11511,170001618757,14
1,24139,FLORESTA,7,11555,170001618756,5
1,24139,FLORESTA,7,11611,170001618728,3
1,24139,FLORESTA,7,11777,170001618759,8
1,24139,FLORESTA,7,11789,170001618748,1
1,24139,FLORESTA,7,12123,170001618941,1
1,24139,FLORESTA,7,12222,170001618929,4
1,24139,FLORESTA,7,12345,170001618937,7
1,24139,FLORESTA,7,12456,170001618926,2
1,24139,FLORESTA,7,13000,170001608965,10
1,24139,FLORESTA,7,13100,170001608960,37
1,24139,FLORESTA,7,13111,170001608981,8
1,24139,FLORESTA,7,13113,170001608984,7
1,24139,FLORESTA,7,13123,170001608977,124
1,24139,FLORESTA,7,13144,170001608975,5
1,24139,FLORESTA,7,13180,170001608963,1
1,24139,FLORESTA,7,13444,170001608976,14
1,24139,FLORESTA,7,13456,170001608961,2
1,24139,FLORESTA,7,13513,170001608985,1
1,24139,FLORESTA,7,13613,170001608980,33
1,24139,FLORESTA,7,13688,170001608967,4
1,24139,FLORESTA,7,13789,170001608958,7
1,24139,FLORESTA,7,14777,170001619980,1
1,24139,FLORESTA,7,18000,170001618398,36
1,24139,FLORESTA,7,18111,170001618421,6
1,24139,FLORESTA,7,18180,170001618416,1
1,24139,FLORESTA,7,18555,170001618412,2
1,24139,FLORESTA,7,21021,170001715594,15
1,24139,FLORESTA,7,22010,170001619693,15
1,24139,FLORESTA,7,22038,170001619711,7
1,24139,FLORESTA,7,22100,170001619712,13
1,24139,FLORESTA,7,22111,170001619716,1
1,24139,FLORESTA,7,22190,170001619701,11
1,24139,FLORESTA,7,22200,170001619686,1
1,24139,FLORESTA,7,22222,170001619685,117
1,24139,FLORESTA,7,22267,170001619724,1
1,24139,FLORESTA,7,22300,170001619707,20
1,24139,FLORESTA,7,22332,170001619723,2
1,24139,FLORESTA,7,22333,170001619722,1
1,24139,FLORESTA,7,22380,170001619715,1
1,24139,FLORESTA,7,22611,170001619703,2
1,24139,FLORESTA,7,22622,170001619710,10
1,24139,FLORESTA,7,22678,170001619725,1
1,24139,FLORESTA,7,23123,170001605494,1
1,24139,FLORESTA,7,23222,170001605491,3
1,24139,FLORESTA,7,23232,170001605487,1
1,24139,FLORESTA,7,23999,170001605473,2
1,24139,FLORESTA,7,28000,170001717071,8
1,24139,FLORESTA,7,28222,170001717066,1
1,24139,FLORESTA,7,36012,170001718642,1
1,24139,FLORESTA,7,36190,170001718653,3
1,24139,FLORESTA,7,40000,170001620388,2
1,24139,FLORESTA,7,40004,170001620373,4
1,24139,FLORESTA,7,40013,170001620368,1
1,24139,FLORESTA,7,40040,170001620380,3
1,24139,FLORESTA,7,40111,170001620377,1
1,24139,FLORESTA,7,40123,170001620371,1
1,24139,FLORESTA,7,40156,170001620402,3
1,24139,FLORESTA,7,40190,170001620397,7
1,24139,FLORESTA,7,40234,170001620384,3
1,24139,FLORESTA,7,40400,170001620364,4
1,24139,FLORESTA,7,40413,170001620399,27
1,24139,FLORESTA,7,40444,170001620394,9
1,24139,FLORESTA,7,40500,170001620385,5
1,24139,FLORESTA,7,40555,170001620381,5728
1,24139,FLORESTA,7,40640,170001620382,3
1,24139,FLORESTA,7,40678,170001620387,2
1,24139,FLORESTA,7,40777,170001620374,1
1,24139,FLORESTA,7,40789,170001620376,4
1,24139,FLORESTA,7,40888,170001620392,5
1,24139,FLORESTA,7,40999,170001620401,1
1,24139,FLORESTA,7,43333,170001608972,32
1,24139,FLORESTA,7,43555,170001608973,3
1,24139,FLORESTA,7,44000,170001609285,43
1,24139,FLORESTA,7,44052,170001609280,3
1,24139,FLORESTA,7,44111,170001609284,4
1,24139,FLORESTA,7,44123,170001609264,7
1,24139,FLORESTA,7,44144,170001613821,7
1,24139,FLORESTA,7,44193,170001609308,1
1,24139,FLORESTA,7,44225,170001609271,1
1,24139,FLORESTA,7,44444,170001609265,9
1,24139,FLORESTA,7,44477,170001609296,1
1,24139,FLORESTA,7,44555,170001609274,8
1,24139,FLORESTA,7,44567,170001609279,2
1,24139,FLORESTA,7,44613,170001609283,11
1,24139,FLORESTA,7,44678,170001609307,8
1,24139,FLORESTA,7,44777,170001609260,2
1,24139,FLORESTA,7,45111,170001605485,17
1,24139,FLORESTA,7,45123,170001605469,1
1,24139,FLORESTA,7,45222,170001605495,1
1,24139,FLORESTA,7,45245,170001605475,1
1,24139,FLORESTA,7,45500,170001605468,59
1,24139,FLORESTA,7,45555,170001605482,13
1,24139,FLORESTA,7,45678,170001605490,2
1,24139,FLORESTA,7,45888,170001605471,2
1,24139,FLORESTA,7,50000,170001618395,13
1,24139,FLORESTA,7,50013,170001618407,1
1,24139,FLORESTA,7,50100,170001618403,4
1,24139,FLORESTA,7,50118,170001724247,1
1,24139,FLORESTA,7,50180,170001618417,7
1,24139,FLORESTA,7,50300,170001618396,1
1,24139,FLORESTA,7,50444,170001724245,6
1,24139,FLORESTA,7,51000,170001609852,21
1,24139,FLORESTA,7,51151,170001609881,1
1,24139,FLORESTA,7,51456,170001609880,30
1,24139,FLORESTA,7,51500,170001609884,3
1,24139,FLORESTA,7,51651,170001609859,5
1,24139,FLORESTA,7,51789,170001609864,8
1,24139,FLORESTA,7,55555,170001609931,18
1,24139,FLORESTA,7,65113,170001608956,2
1,24139,FLORESTA,7,65123,170001608952,13
1,24139,FLORESTA,7,65400,170001608953,1
1,24139,FLORESTA,7,70111,170001613428,5
1,24139,FLORESTA,7,70123,170001613430,9
1,24139,FLORESTA,7,70700,170001613434,3
1,24139,FLORESTA,7,77000,170001610738,18
1,24139,FLORESTA,7,77055,170001610739,4
1,24139,FLORESTA,7,77077,170001610719,21
1,24139,FLORESTA,7,77100,170001610727,1
1,24139,FLORESTA,7,77111,170001610750,4078
1,24139,FLORESTA,7,77122,170001610751,4
1,24139,FLORESTA,7,77123,170001610741,94
1,24139,FLORESTA,7,77133,170001610733,1
1,24139,FLORESTA,7,77444,170001610721,8
1,24139,FLORESTA,7,77456,170001610723,1
1,24139,FLORESTA,7,77511,170001610749,1
1,24139,FLORESTA,7,77555,170001610732,4
1,24139,FLORESTA,7,77700,170001610742,1
1,24139,FLORESTA,7,77713,170001610747,1
1,24139,FLORESTA,7,77770,170001610745,1
1,24139,FLORESTA,7,77775,170001610729,1
1,24139,FLORESTA,7,77777,170001610753,13
1,24139,FLORESTA,7,77888,170001610714,1
1,24155,FREI MIGUELINHO,3,14,170001618273,2
1,24155,FREI MIGUELINHO,3,16,170001601203,1
1,24155,FREI MIGUELINHO,3,21,170001715590,14
1,24155,FREI MIGUELINHO,3,22,170001602587,1103
1,24155,FREI MIGUELINHO,3,35,170001613254,1
1,24155,FREI MIGUELINHO,3,40,170001618087,746
1,24155,FREI MIGUELINHO,3,44,170001604111,2083
1,24155,FREI MIGUELINHO,3,45,170001604087,1181
1,24155,FREI MIGUELINHO,3,50,170001715331,5
1,24155,FREI MIGUELINHO,3,77,170001610442,3783
1,24155,FREI MIGUELINHO,3,95,-1,501
1,24155,FREI MIGUELINHO,3,96,-1,813
1,24155,FREI MIGUELINHO,5,95,-1,1074
1,24155,FREI MIGUELINHO,5,96,-1,1061
1,24155,FREI MIGUELINHO,5,130,170001618130,1928
1,24155,FREI MIGUELINHO,5,160,170001601200,7
1,24155,FREI MIGUELINHO,5,222,170001604083,2091
1,24155,FREI MIGUELINHO,5,281,170001717122,5
1,24155,FREI MIGUELINHO,5,444,170001609174,1158
1,24155,FREI MIGUELINHO,5,456,170001608748,100
1,24155,FREI MIGUELINHO,5,500,170001613411,9
1,24155,FREI MIGUELINHO,5,555,170001610248,2800
1,24155,FREI MIGUELINHO,6,10,-3,4
1,24155,FREI MIGUELINHO,6,11,-3,13
1,24155,FREI MIGUELINHO,6,12,-3,34
1,24155,FREI MIGUELINHO,6,13,-3,57
1,24155,FREI MIGUELINHO,6,14,-3,3
1,24155,FREI MIGUELINHO,6,15,-3,6
1,24155,FREI MIGUELINHO,6,16,-3,1
1,24155,FREI MIGUELINHO,6,19,-3,6
1,24155,FREI MIGUELINHO,6,20,-3,2
1,24155,FREI MIGUELINHO,6,22,-3,24
1,24155,FREI MIGUELINHO,6,23,-3,6
1,24155,FREI MIGUELINHO,6,28,-3,2
1,24155,FREI MIGUELINHO,6,29,-3,1
1,24155,FREI MIGUELINHO,6,40,-3,52
1,24155,FREI MIGUELINHO,6,43,-3,4
1,24155,FREI MIGUELINHO,6,44,-3,37
1,24155,FREI MIGUELINHO,6,45,-3,5
1,24155,FREI MIGUELINHO,6,50,-3,1
1,24155,FREI MIGUELINHO,6,55,-3,2
1,24155,FREI MIGUELINHO,6,65,-3,2
1,24155,FREI MIGUELINHO,6,70,-3,24
1,24155,FREI MIGUELINHO,6,77,-3,17
1,24155,FREI MIGUELINHO,6,95,-1,674
1,24155,FREI MIGUELINHO,6,96,-1,396
1,24155,FREI MIGUELINHO,6,1000,170001595454,3
1,24155,FREI MIGUELINHO,6,1010,170001595473,14
1,24155,FREI MIGUELINHO,6,1011,170001595460,2
1,24155,FREI MIGUELINHO,6,1012,170001595468,131
1,24155,FREI MIGUELINHO,6,1018,170001595477,6
1,24155,FREI MIGUELINHO,6,1023,170001595475,1
1,24155,FREI MIGUELINHO,6,1033,170001595466,4
1,24155,FREI MIGUELINHO,6,1040,170001595458,15
1,24155,FREI MIGUELINHO,6,1077,170001595463,3
1,24155,FREI MIGUELINHO,6,1088,170001595474,1
1,24155,FREI MIGUELINHO,6,1099,170001595456,1
1,24155,FREI MIGUELINHO,6,1100,170001618620,11
1,24155,FREI MIGUELINHO,6,1111,170001618611,16
1,24155,FREI MIGUELINHO,6,1112,170001618608,3
1,24155,FREI MIGUELINHO,6,1113,170001618612,1
1,24155,FREI MIGUELINHO,6,1122,170001618605,52
1,24155,FREI MIGUELINHO,6,1123,170001618603,21
1,24155,FREI MIGUELINHO,6,1133,170001618616,1
1,24155,FREI MIGUELINHO,6,1136,170001618610,1
1,24155,FREI MIGUELINHO,6,1144,170001618604,1
1,24155,FREI MIGUELINHO,6,1161,170001618615,3
1,24155,FREI MIGUELINHO,6,1166,170001618613,1
1,24155,FREI MIGUELINHO,6,1177,170001618601,22
1,24155,FREI MIGUELINHO,6,1190,170001618622,9
1,24155,FREI MIGUELINHO,6,1199,170001618606,2
1,24155,FREI MIGUELINHO,6,1200,170001618838,1
1,24155,FREI MIGUELINHO,6,1202,170001618842,4
1,24155,FREI MIGUELINHO,6,1212,170001618841,2
1,24155,FREI MIGUELINHO,6,1213,170001618839,1
1,24155,FREI MIGUELINHO,6,1214,170001618854,2
1,24155,FREI MIGUELINHO,6,1221,170001618847,1
1,24155,FREI MIGUELINHO,6,1222,170001618844,1
1,24155,FREI MIGUELINHO,6,1232,170001618852,2
1,24155,FREI MIGUELINHO,6,1233,170001618853,1
1,24155,FREI MIGUELINHO,6,1234,170001618856,718
1,24155,FREI MIGUELINHO,6,1236,170001618846,1
1,24155,FREI MIGUELINHO,6,1274,170001724742,1
1,24155,FREI MIGUELINHO,6,1300,170001609032,3
1,24155,FREI MIGUELINHO,6,1303,170001609024,3
1,24155,FREI MIGUELINHO,6,1310,170001609031,10
1,24155,FREI MIGUELINHO,6,1311,170001609039,7
1,24155,FREI MIGUELINHO,6,1313,170001609023,18
1,24155,FREI MIGUELINHO,6,1314,170001609028,34
1,24155,FREI MIGUELINHO,6,1333,170001609029,12
1,24155,FREI MIGUELINHO,6,1340,170001609035,2
1,24155,FREI MIGUELINHO,6,1344,170001609036,1
1,24155,FREI MIGUELINHO,6,1502,170001613271,1
1,24155,FREI MIGUELINHO,6,1507,170001613282,1
1,24155,FREI MIGUELINHO,6,1510,170001613283,1
1,24155,FREI MIGUELINHO,6,1513,170001613263,1
1,24155,FREI MIGUELINHO,6,1515,170001613277,23
1,24155,FREI MIGUELINHO,6,1522,170001613262,246
1,24155,FREI MIGUELINHO,6,1555,170001613278,65
1,24155,FREI MIGUELINHO,6,1616,170001602541,1
1,24155,FREI MIGUELINHO,6,1813,170001619580,1
1,24155,FREI MIGUELINHO,6,1818,170001619597,50
1,24155,FREI MIGUELINHO,6,1911,170001602566,2
1,24155,FREI MIGUELINHO,6,1912,170001602581,2
1,24155,FREI MIGUELINHO,6,1919,170001602580,561
1,24155,FREI MIGUELINHO,6,1944,170001602560,11
1,24155,FREI MIGUELINHO,6,1955,170001602567,3
1,24155,FREI MIGUELINHO,6,1990,170001602565,2
1,24155,FREI MIGUELINHO,6,1991,170001602582,2
1,24155,FREI MIGUELINHO,6,2200,170001609087,123
1,24155,FREI MIGUELINHO,6,2202,170001609068,1
1,24155,FREI MIGUELINHO,6,2210,170001609070,40
1,24155,FREI MIGUELINHO,6,2211,170001609075,118
1,24155,FREI MIGUELINHO,6,2212,170001609072,1
1,24155,FREI MIGUELINHO,6,2222,170001609080,1724
1,24155,FREI MIGUELINHO,6,2225,170001609067,2
1,24155,FREI MIGUELINHO,6,2233,170001609086,48
1,24155,FREI MIGUELINHO,6,2234,170001609076,2
1,24155,FREI MIGUELINHO,6,2238,170001609089,1
1,24155,FREI MIGUELINHO,6,2288,170001609081,1
1,24155,FREI MIGUELINHO,6,2290,170001609069,1
1,24155,FREI MIGUELINHO,6,2323,170001604097,13
1,24155,FREI MIGUELINHO,6,2800,170001634992,69
1,24155,FREI MIGUELINHO,6,2822,170001634998,4
1,24155,FREI MIGUELINHO,6,2890,170001634982,1
1,24155,FREI MIGUELINHO,6,3333,170001718009,2
1,24155,FREI MIGUELINHO,6,4000,170001619895,174
1,24155,FREI MIGUELINHO,6,4001,170001619896,7
1,24155,FREI MIGUELINHO,6,4004,170001619891,10
1,24155,FREI MIGUELINHO,6,4010,170001619897,1
1,24155,FREI MIGUELINHO,6,4011,170001619894,41
1,24155,FREI MIGUELINHO,6,4013,170001619902,2
1,24155,FREI MIGUELINHO,6,4019,170001619889,11
1,24155,FREI MIGUELINHO,6,4040,170001619899,99
1,24155,FREI MIGUELINHO,6,4044,170001619893,14
1,24155,FREI MIGUELINHO,6,4333,170001609025,628
1,24155,FREI MIGUELINHO,6,4400,170001609134,1
1,24155,FREI MIGUELINHO,6,4401,170001609122,13
1,24155,FREI MIGUELINHO,6,4404,170001609113,1
1,24155,FREI MIGUELINHO,6,4410,170001609117,1
1,24155,FREI MIGUELINHO,6,4411,170001609132,1
1,24155,FREI MIGUELINHO,6,4414,170001738823,1
1,24155,FREI MIGUELINHO,6,4420,170001609120,1
1,24155,FREI MIGUELINHO,6,4422,170001609116,28
1,24155,FREI MIGUELINHO,6,4433,170001609111,323
1,24155,FREI MIGUELINHO,6,4441,170001610769,1
1,24155,FREI MIGUELINHO,6,4443,170001609129,3
1,24155,FREI MIGUELINHO,6,4444,170001609112,254
1,24155,FREI MIGUELINHO,6,4445,170001609128,2
1,24155,FREI MIGUELINHO,6,4452,170001609131,12
1,24155,FREI MIGUELINHO,6,4456,170001609114,15
1,24155,FREI MIGUELINHO,6,4477,170001609123,16
1,24155,FREI MIGUELINHO,6,4500,170001604099,1
1,24155,FREI MIGUELINHO,6,4522,170001604093,1
1,24155,FREI MIGUELINHO,6,4533,170001604105,1
1,24155,FREI MIGUELINHO,6,4545,170001604098,11
1,24155,FREI MIGUELINHO,6,5000,170001619584,14
1,24155,FREI MIGUELINHO,6,5005,170001619588,1
1,24155,FREI MIGUELINHO,6,5013,170001619582,4
1,24155,FREI MIGUELINHO,6,5014,170001619596,1
1,24155,FREI MIGUELINHO,6,5018,170001619592,1
1,24155,FREI MIGUELINHO,6,5050,170001619581,1
1,24155,FREI MIGUELINHO,6,5051,170001724241,1
1,24155,FREI MIGUELINHO,6,5138,170001609657,1
1,24155,FREI MIGUELINHO,6,5151,170001609646,2
1,24155,FREI MIGUELINHO,6,5177,170001609647,1
1,24155,FREI MIGUELINHO,6,5555,170001609929,4
1,24155,FREI MIGUELINHO,6,6513,170001609044,14
1,24155,FREI MIGUELINHO,6,6565,170001609042,3
1,24155,FREI MIGUELINHO,6,7000,170001610405,2
