NR_TURNO,CD_CARGO,SQ_CANDIDATO,NM_URNA_CANDIDATO,NM_CANDIDATO,NR_CANDIDATO,NR_PARTIDO,SG_PARTIDO,CD_SITUACAO_CANDIDATURA,CD_SIT_TOT_TURNO
1,7,170001724257,GALEGUINHO,JOSÉ APARECIDO XAVIER DIAS,50999,50,PSOL,3,-1
1,6,170001610406,CANTOR J NETO,JOSE CLEMENTINO DE AZEVEDO NETO,7028,70,AVANTE,12,5
1,6,170001610411,WALDEMAR OLIVEIRA,WALDEMAR DE ANDRADA IGNÁCIO DE OLIVEIRA,7070,70,AVANTE,12,2
1,6,170001634980,DR JORGE MARQUES,JORGE FERNANDES MARQUES NETO,2817,28,PRTB,12,4
1,7,170001600159,RAFAEL WANDERLEY,RAFAEL WANDERLEY DA SILVA,80000,80,UP,12,4
1,3,170001715590,JONES MANOEL,JONES MANOEL DA SILVA,21,21,PCB,12,4
1,7,170001608960,ROSA AMORIM,ROSA KARINA SOUZA DE AMORIM,13100,13,PT,12,2
1,4,170001618272,CAROL TOSAKA,CAROLINE MENEZES TOSAKA PARENTE,14,14,PTB,12,4
1,7,170001610745,EVÂNGELA VIEIRA,EVÂNGELA VIEIRA GALDINO VILELA DANTAS,77770,77,SOLIDARIEDADE,12,5
1,6,170001718007,RENATA ROCHA,RENATA GABRIELA DA SILVA SANTANA DA ROCHA,3309,33,PMN,3,4
1,7,170001718646,WELSON AMARAL,JOSE WELSON DA SILVA,36232,36,AGIR,12,4
1,7,170001724252,MARACA,EDVALDO MARIO DO MONTE,50122,50,PSOL,12,5
1,7,170001718656,LUCIANO RAÇÕES,LUCIANO ALVES DA SILVA,36140,36,AGIR,12,4
1,7,170001718645,CORRETOR VALMIR,VALMIR ALMEIDA DE SANTANA,36136,36,AGIR,12,4
1,6,170001721977,EBSON SENA,EBSON ARAGÃO DE SENA,3511,35,PMB,3,-1
1,7,170001619711,ALDENY BRUNO,ALDENY BRUNO FERREIRA DOS PRAZERES,22038,22,PL,12,5
1,7,170001610715,PEDÃO,PEDRO IVO DA SILVA WANDERLEY,77190,77,SOLIDARIEDADE,12,5
1,7,170001609306,ROBERTO MAGLIANO,ROBERTO MAGLIANO JUNIOR,44155,44,UNIÃO,12,5
1,7,170001609262,SERGINHO ,SERGIO SILVA DE OLIVEIRA,44456,44,UNIÃO,12,5
1,6,170001718760,PAULO SULIVAN,LUIZ PAULO DA SILVA JUNIOR,3611,36,AGIR,12,4
1,6,170001619595,PEDRO STILO,PEDRO HENRIQUE SIQUEIRA SANTOS,5055,50,PSOL,12,5
1,6,170001718028,MARCELO SILVA,MARCELO CARLOS GOMES DA SILVA,3323,33,PMN,3,-1
1,6,170001718006,IRMAO DINIZ,JOSE DINIZ FERREIRA,3322,33,PMN,12,4
1,7,170001619722,NELSON MONTEIRO,NELSON MONTEIRO COSTA NETTO,22333,22,PL,12,5
1,7,170001620381,RODRIGO NOVAES,RODRIGO CAVALCANTI NOVAES,40555,40,PSB,12,2
1,6,170001609032,JOÃO ALFREDO,JOÃO ALFREDO DE ARAÚJO,1300,13,PT,12,5
1,7,170001620374,ALUISIO LESSA,JOSÉ ALUISIO LESSA DA SILVA FILHO,40777,40,PSB,12,5
1,6,170001634655,ADEILDO AGUIAR,ADEILDO MANOEL AGUIAR DA SILVA,5170,51,PATRIOTA,3,-1
1,6,170001595469,COMISSARIA PATRICIA,PATRICIA MARIA FERREIRA DE SOUZA,1050,10,REPUBLICANOS,12,5
1,6,170001721979,PAULA FERNANDA,PAULA FERNANDA CARNEIRO TOSCANO BRAINER,3535,35,PMB,12,4
1,7,170001618758,KARINA RIBEIRO,KARINA DE SANTANA RIBEIRO,11117,11,PP,12,5
1,7,170001722263,INÊS DIAS,INÊS MARIA DIAS DA SILVA,35555,35,PMB,3,-1
1,6,170001610403,CRISTIANE MONETA,CRISTIANE DE AZEVEDO MONETA MEIRA,7040,70,AVANTE,12,5
1,10,170001735151,ROMENA SANTOS ARAÚJO,ROMENA SANTOS ARAÚJO,500,50,PSOL,12,4
1,7,170001605471,PERITA SANDRA SANTOS,SANDRA MARIA DOS SANTOS,45888,45,PSDB,12,5
1,6,170001600160,LUDMILA OUTTES,LUDMILA MEDEIROS OUTTES ALVES,8080,80,UP,12,4
1,7,170001605466,MURILINHO,LEONARDO FELIPE SILVA,23234,23,CIDADANIA,12,5
1,7,170001620373,DIEGO PEREZ,DIEGO PORTO PEREZ,40004,40,PSB,12,5
1,7,170001717068,PROF POLICIAL MARCOS DOURADO,MARCOS JOSE DOURADO CABRAL,28190,28,PRTB,12,4
1,7,170001609857,DOUTOR SAULO,SAULO BARROS DE ALBUQUERQUE,51123,51,PATRIOTA,12,5
1,7,170001717061,DR ANTONIO MÉDICO,ANTONIO OLIVEIRA DE MORAES FILHO,28288,28,PRTB,12,4
1,7,170001609865,EDILSON CARLOS,EDILSON CARLOS DA SILVA,51422,51,PATRIOTA,12,5
1,7,170001610752,HIURI BARRETO,HIURI BARRETO,77137,77,SOLIDARIEDADE,12,5
1,6,170001604104,SOLANGE CARVALHO,MARCIA SOLANGE CARVALHO LUCAS MARTINS,4512,45,PSDB,3,-1
1,6,170001609034,MAÍRA VILAR,MAÍRA ARAÚJO VILAR FERNANDES,4321,43,PV,12,5
1,7,170001595448,BIL OLIVEIRA,SEVERINO JOSÉ DE OLIVEIRA,10513,10,REPUBLICANOS,12,5
1,7,170001595441,MARCELO DA COOPERATIVA,MARCELO CEZAR SANTOS,10537,10,REPUBLICANOS,12,5
1,7,170001609854,WRANIO SARAIVA,WRANIO JOSÉ MENDES SARAIVA,51031,51,PATRIOTA,12,5
1,6,170001604107,RODOLFO ALBUQUERQUE,RODOLFO DONIZETI CARNEIRO DE ALBUQUERQUE ROCHA,4510,45,PSDB,12,4
1,3,170001602587,ANDERSON FERREIRA,ANDERSON FERREIRA RODRIGUES,22,22,PL,12,4
1,6,170001723360,BAXINHA BARÃO,SEBASTIÃO VELOSO DE OLIVEIRA FILHO,2713,27,DC,12,4
1,6,170001618850,PEDRO DO PIPA,JOSEMI PEREIRA PAZ,1244,12,PDT,12,4
1,10,170001604085,ZUZA MONTEIRO,ANTONIO JOSÉ DE QUEIROZ MONTEIRO,222,22,PL,12,4
1,6,170001717459,KLEVER GARRETT,KLEVER JOSÉ DA SILVA GARRETT,2907,29,PCO,3,4
1,6,170001613283,PROFESSOR SINÉSIO,SINÉSIO MONTEIRO DE MELO FILHO,1510,15,MDB,12,5
1,9,170001618132,SILVIO COSTA,SILVIO SERAFIM COSTA,130,10,REPUBLICANOS,12,1
1,7,170001618750,MARCELA ARRUDA,MARCELA ALEXANDRA DA SILVA ARRUDA,11180,11,PP,12,5
1,7,170001618724,CLARICE CORREA,CLARICE LEMOS CORREA DE OLIVEIRA ANDRADE,11334,11,PP,3,-1
1,6,170001609658,ANA LÉA,ROSIANE LÉA DA SILVA,5120,51,PATRIOTA,12,4
1,7,170001618723,ROSANA GOMES,ROSANA DE MIRANDA FERREIRA GOMES,11112,11,PP,12,5
1,7,170001609270,MISSIONARIA SAVANA,SANEY SAVANA NASCIMENTO DOS ANJOS,44778,44,UNIÃO,12,5
1,7,170001609277,MARIANA NUNES ,MARIANA NUNES DE ARAUJO,44440,44,UNIÃO,12,5
1,7,170001613428,ARI ABÁ,ARINALDO LINS FULCO,70111,70,AVANTE,12,4
1,6,170001715428,PASTOR LUCAS BARBOZA,LUCAS TORRES ARAUJO BARBOZA,2001,20,PSC,12,4
1,7,170001610718,RAMOS JÚNIOR DE GAMELEIRA,EZEQUIEL RAMOS JUNIOR,77710,77,SOLIDARIEDADE,12,5
1,6,170001715593,ANTÔNIO OXIS,ANTÔNIO ELIAS PEREIRA,2100,21,PCB,12,4
1,6,170001732342,INGRID BRAZ,INGRID THAYANNE BRAZ SILVA,4530,45,PSDB,12,4
1,7,170001722269,DJ EVERALDO SILVA,EVERALDO JUSTINO DA SILVA,35001,35,PMB,3,-1
1,7,170001609868,JOÃOZINHO TENÓRIO,JOÃO TENÓRIO VAZ CAVALCANTI JÚNIOR,51555,51,PATRIOTA,12,2
1,6,170001602562,CIDI,CIDICLEY SILVA DE MELO,1977,19,PODE,12,4
1,7,170001608981,WEDSON GALINDO,WEDSON CARLOS MARINHO GALINDO,13111,13,PT,12,5
1,7,170001715595,CRISTIANO ROMÃO,JOSÉ CRISTIANO TEODÓSIO ROMÃO,21000,21,PCB,12,4
1,6,170001618612,VALERIA NASCIMENTO,VALERIA INES DO NASCIMENTO,1113,11,PP,12,5
1,7,170001605482,DEBORA ALMEIDA,DEBORA LUZINETE DE ALMEIDA SEVERO,45555,45,PSDB,12,2
1,6,170001604099,GLAUCIA ANDRADE,GLAUCIA KAMILA ANDRADE RIBEIRO DA SILVA,4500,45,PSDB,12,4
1,4,170001715591,RALINE ALMEIDA,RALINE SANTANA DE ALMEIDA,21,21,PCB,12,4
1,7,170001722252,ALISSON MADEIRO,ALISSON AURELIO MADEIRO,35000,35,PMB,12,4
1,7,170001618429,ROSA DA SINDICALISTAS RESISTEM,ROSILDA MARIA DA SILVA PINHEIRO,50333,50,PSOL,12,5
1,7,170001717064,RAFAEL MONTENEGRO,RAFAEL MONTENEGRO DE OLIVEIRA,28777,28,PRTB,3,-1
1,6,170001609087,PASTOR EURICO,FRANCISCO EURICO DA SILVA,2200,22,PL,12,2
1,6,170001618611,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,1111,11,PP,12,2
1,6,170001596603,JONATHAN COSTA,JONATHAN ALVES DA COSTA,3066,30,NOVO,12,4
1,7,170001718138,JOELSON O LISO,JOELSON VICTOR DIAS,33789,33,PMN,12,4
1,7,170001619987,MARCIO MAQUEIRO,MARCIO DOS SANTOS VIEIRA,14999,14,PTB,12,4
1,6,170001609111,MENDONÇA FILHO,JOSÉ MENDONÇA BEZERRA FILHO,4433,44,UNIÃO,12,2
1,6,170001613272,ZE MAURICIO,JOSÉ MAURICIO VALLADÃO CAVALCANTI FERREIRA,1511,15,MDB,3,-1
1,7,170001620393,FRANCISMAR,FRANCISMAR MENDES PONTES,40654,40,PSB,12,2
1,7,170001618415,POETA PAULO DE CARVALHO,PAULO DE CARVALHO SILVA,50321,50,PSOL,12,5
1,6,170001609122,FERNANDO FILHO,FERNANDO BEZERRA DE SOUZA COELHO FILHO,4401,44,UNIÃO,12,2
1,7,170001613426,DELEGADO AMARELINHO,ALAUMO GOMES DE LIMA,70070,70,AVANTE,12,4
1,7,170001618753,ANTONIO FERNANDO,ANTONIO FERNANDO DE AQUINO BEZERRA,11333,11,PP,12,5
1,6,170001618851,ROBSON LOBAO,ROBSON ANTONIO DA SILVA,1246,12,PDT,12,4
1,6,170001619895,GONZAGA PATRIOTA,LUIZ GONZAGA PATRIOTA,4000,40,PSB,12,5
1,6,170001718779,CICERO IRAN,CÍCERO JOAQUIM DE BARROS MORAES,3609,36,AGIR,12,4
1,6,170001619585,IVO DE XAMBÁ,ADEILDO PARAÍSO DA SILVA,5065,50,PSOL,12,5
1,7,170001610720,VÂNIA SANTOS ,EDVANIA MARIA DOS SANTOS,77010,77,SOLIDARIEDADE,12,5
1,7,170001718664,SUELEN CAMILA,SWELLEN CAMILA LIMA DA SILVA,36085,36,AGIR,12,4
1,6,170001595458,DANIELE FERREIRA,DANIELE FERREIRA DA CUNHA,1040,10,REPUBLICANOS,12,5
1,6,170001604103,LUCINEIDE BRASIL,LUCINEIDE BRASIL DE MATOS,4599,45,PSDB,3,-1
1,6,170001618849,HERIKA ARAÚJO,HERIKA DE ARAUJO SILVA,1245,12,PDT,12,4
1,7,170001610733,GLAURIA SIMÕES,GLAURIA MARIA SIMOES MAIA ALMEIDA,77133,77,SOLIDARIEDADE,12,5
1,7,170001726025,VERA LETICIA,VERA LETICIA MOREIRA LINS,45999,45,PSDB,12,5
1,7,170001609275,ELBA SANTOS,ELBANIA SEVERINA DOS SANTOS,44040,44,UNIÃO,12,5
1,7,170001618940,MARCELO BARROS,MARCELO BARTOLOMEU NASCIMENTO DO REGO BARROS,12012,12,PDT,12,4
1,6,170001618601,DR. ROGERIO LUCCA,ROGERIO LIMA DE LUCCA,1177,11,PP,12,5
1,6,170001602563,CRISTOVAM BOMBEIRO,CRISTOVAM FERREIRA DE MELO,1930,19,PODE,12,4
1,7,170001595421,SGT RAUL,CARLOS RAUL LINS PEREIRA,10190,10,REPUBLICANOS,12,5
1,7,170001609299,CORONEL CAMPOS,MARCOS CAMPOS DE ALBUQUERQUE,44333,44,UNIÃO,12,5
1,7,170001717063,MARCELO VIEIRA,MARCELO VIEIRA BEZERRA,28007,28,PRTB,12,4
1,7,170001724260,CEARÁ DAS PRAIAS,JOSÉ ROGNEY DA COSTA,50008,50,PSOL,12,5
1,7,170001609871,EDUARDO CAMPELO,EDUARDO CAMPELO DE MORAIS,51477,51,PATRIOTA,12,5
1,7,170001619700,LAZINHO TORITAMA,LAZARO JOSÉ DE LUCENA,22011,22,PL,12,5
1,7,170001609872,IZAILDO NASCIMENTO,IZAILDO NASCIMENTO DA SILVA,51888,51,PATRIOTA,12,5
1,6,170001618847,CRISTIANO JOSÉ,CRISTIANO JOSÉ DA SILVA,1221,12,PDT,12,4
1,6,170001723347,CAROL BARRADAS,ANA CAROLINA DE SOUZA BARRADAS,2700,27,DC,12,4
1,7,170001718132,GALEGA DA BANCA,AGUINAIR GOMES DA SILVA,33999,33,PMN,12,4
1,7,170001609853,GERA DO POSTO,GERALDO DA SILVA,51222,51,PATRIOTA,12,5
1,6,170001618602,ABDIAS DO BADOQUE,ABDIAS DE MELO TEIXEIRA NETO,1110,11,PP,12,5
1,6,170001620150,PROF JOÃO GALDINO,JOÃO GALDINO DA SILVA,1410,14,PTB,12,4
1,6,170001715427,DR ARI FERREIRA DUTRA,ARISTOTELES FERREIRA DUTRA,2020,20,PSC,12,4
1,6,170001609075,ROBSON FERREIRA,ROBSON FERREIRA E SILVA,2211,22,PL,12,5
1,7,170001610722,SANDRA CELESTINO,SANDRA MARIA DA SILVA FIDELIS,77007,77,SOLIDARIEDADE,12,5
1,6,170001595452,POLICIAL ALYNE ANNE,ALYNE ANNE SOARES DE OLIVEIRA,1015,10,REPUBLICANOS,12,5
1,6,170001609646,DEBORAH LEITE,DEBORAH JULIANNA LEITE ALVES,5151,51,PATRIOTA,12,4
1,7,170001722273,LUCÉLIA,RAIMUNDA LUCELIA ARARUNA SANTANA,35300,35,PMB,12,4
1,7,170001608964,FABIANA SCHREINER,FABIANA SCHREINER DE ANDRADE,43222,43,PV,12,5
1,7,170001618752,PASTOR JUNIOR TERCIO,JOSÉ IVANILDO DE MOURA JUNIOR,11222,11,PP,12,2
1,7,170001605494,JESUINO ARAUJO,JESUINO GOMES DE ARAUJO NETO,23123,23,CIDADANIA,12,5
1,7,170001620368,ELIANE ALVES,MARIA ELIANE ALVES DA CRUZ,40013,40,PSB,12,5
1,10,170001613413,EDILMA SIQUEIRA,EDILMA SIQUEIRA DO NASCIMENTO,500,50,PSOL,3,-1
1,6,170001619900,TEREZA RAQUEL,TEREZA RAQUEL DA SILVA MELO,4009,40,PSB,12,5
1,7,170001619984,BEZINHA BELÉM,SEBASTIANA DA COSTA BELÉM,14222,14,PTB,12,4
1,6,170001613273,CIBELLE ALBUQUERQUE,LEDJA CIBELLE ALBUQUERQUE DANTAS,1544,15,MDB,12,5
1,7,170001723373,YARA MARQUES,SIDINARA MARQUES MENDES NERES,27327,27,DC,12,4
1,7,170001608967,CRISTINA COSTA,MARIA CRISTINA COSTA DE CARVALHO,13688,13,PT,12,5
1,7,170001595446,SANDRO FERRAZ,SANDRO HENRIQUE FERRAZ,10212,10,REPUBLICANOS,12,5
1,6,170001730172,JOÃO PEDRO,JOÃO PEDRO SOUZA DA SILVA,8000,80,UP,12,4
1,7,170001609288,DIEGO KETRIRI,DIEGO DE SANTANA LEITE,44022,44,UNIÃO,12,5
1,7,170001724254,JARIBE CARNEIRO,JARIBE SILVA DE NOBAIA CARNEIRO,50888,50,PSOL,3,-1
1,7,170001610739,JÚLIO LÓSSIO FILHO,JÚLIO EMÍLIO LÓSSIO DE MACEDO FILHO,77055,77,SOLIDARIEDADE,12,5
1,7,170001608974,JOÃO DE NADEGI,JOÃO VICTOR QUEIROZ DO NASCIMENTO,43643,43,PV,12,3
1,7,170001609300,ANDRÉA PAULA DA SILVA,ANDREA PAULA DA SILVA COSTA,44500,44,UNIÃO,12,5
1,7,170001619723,DRA. NATAL FREIRE,MARIA NATAL EVANGELISTA FREIRE,22332,22,PL,12,5
1,6,170001610575,FABÍOLA CABRAL,FABÍOLA KARLA DE OLIVEIRA MACIEL,7777,77,SOLIDARIEDADE,12,5
1,7,170001608965,SUZI RODRIGUES,SUZINEIDE RODRIGUES DE MEDEIROS,13000,13,PT,12,5
